"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"15/06/2023","1,108.57","1,110.52","1,113.23","1,104.60","171.34K","-0.18%"
"14/06/2023","1,110.60","1,116.53","1,123.86","1,110.60","230.82K","-0.43%"
"13/06/2023","1,115.39","1,110.95","1,115.39","1,108.50","237.70K","0.52%"
"12/06/2023","1,109.63","1,104.08","1,109.63","1,092.30","180.99K","0.80%"
"09/06/2023","1,100.85","1,095.41","1,100.85","1,089.37","198.75K","0.77%"
"08/06/2023","1,092.46","1,107.86","1,110.87","1,092.46","279.41K","-1.20%"
"07/06/2023","1,105.68","1,104.30","1,107.09","1,100.11","266.66K","0.30%"
"06/06/2023","1,102.32","1,091.71","1,102.32","1,090.95","198.43K","1.03%"
"05/06/2023","1,091.08","1,097.53","1,100.37","1,090.52","215.25K","0.38%"
"02/06/2023","1,086.96","1,074.51","1,089.22","1,073.95","263.65K","1.77%"
"01/06/2023","1,068.09","1,065.27","1,068.09","1,060.29","162.84K","0.17%"
"31/05/2023","1,066.33","1,072.72","1,074.30","1,063.44","193.47K","-0.51%"
"30/05/2023","1,071.82","1,073.99","1,074.46","1,066.98","169.59K","0.19%"
"29/05/2023","1,069.77","1,063.62","1,070.97","1,062.79","133.47K","0.84%"
"26/05/2023","1,060.81","1,064.26","1,064.95","1,060.14","110.97K","-0.13%"
"25/05/2023","1,062.15","1,061.16","1,064.24","1,057.35","137.27K","0.06%"
"24/05/2023","1,061.55","1,072.23","1,072.52","1,060.83","155.56K","-0.61%"
"23/05/2023","1,068.05","1,074.26","1,076.89","1,063.85","171.21K","-0.53%"
"22/05/2023","1,073.74","1,070.37","1,073.89","1,068.55","141.53K","0.46%"
"19/05/2023","1,068.84","1,072.77","1,072.77","1,060.72","122.55K","-0.18%"
"18/05/2023","1,070.76","1,065.39","1,076.86","1,063.08","146.69K","0.82%"
"17/05/2023","1,062.10","1,069.54","1,073.87","1,062.10","153.74K","-0.70%"
"16/05/2023","1,069.64","1,072.98","1,073.66","1,066.92","126.57K","-0.12%"
"15/05/2023","1,070.90","1,067.26","1,080.72","1,067.26","195.78K","0.42%"
"12/05/2023","1,066.44","1,056.09","1,066.44","1,051.75","168.09K","1.09%"
"11/05/2023","1,054.93","1,058.02","1,061.48","1,053.62","129.13K","-0.01%"
"10/05/2023","1,054.99","1,051.62","1,055.36","1,048.60","124.30K","0.51%"
"09/05/2023","1,049.67","1,049.86","1,054.49","1,049.23","104.91K","0.00%"
"08/05/2023","1,049.72","1,041.07","1,050.56","1,041.04","147.57K","1.08%"
"05/05/2023","1,038.46","1,038.51","1,042.11","1,035.07","91.88K","-0.11%"
"04/05/2023","1,039.64","1,046.32","1,047.93","1,038.23","126.65K","-1.12%"
"28/04/2023","1,051.43","1,045.38","1,051.43","1,044.56","140.09K","0.95%"
"27/04/2023","1,041.54","1,045.78","1,048.26","1,040.32","105.51K","-0.35%"
"26/04/2023","1,045.24","1,036.30","1,045.24","1,029.94","125.18K","0.79%"
"25/04/2023","1,037.04","1,046.60","1,051.54","1,036.93","121.26K","-0.87%"
"24/04/2023","1,046.17","1,049.24","1,054.00","1,041.46","104.50K","0.00%"
"21/04/2023","1,046.18","1,054.75","1,055.48","1,045.78","147.51K","-0.71%"
"20/04/2023","1,053.61","1,056.74","1,057.82","1,050.35","83.44K","-0.24%"
"19/04/2023","1,056.14","1,067.67","1,067.74","1,055.77","140.53K","-0.79%"
"18/04/2023","1,064.55","1,067.02","1,068.54","1,060.75","122.13K","-0.04%"
"17/04/2023","1,065.02","1,063.18","1,065.40","1,058.55","96.96K","0.15%"
"14/04/2023","1,063.43","1,078.36","1,079.87","1,063.43","173.43K","-1.05%"
"13/04/2023","1,074.67","1,081.78","1,082.21","1,072.11","156.89K","-0.56%"
"12/04/2023","1,080.69","1,083.06","1,084.26","1,077.86","196.54K","-0.09%"
"11/04/2023","1,081.71","1,075.76","1,082.89","1,067.28","179.52K","0.40%"
"10/04/2023","1,077.41","1,082.62","1,087.60","1,074.59","192.68K","-0.14%"
"07/04/2023","1,078.88","1,079.00","1,080.90","1,071.60","139.16K","0.00%"
"06/04/2023","1,078.86","1,091.15","1,093.99","1,078.86","233.21K","-1.01%"
"05/04/2023","1,089.83","1,088.33","1,089.83","1,082.73","193.49K","0.14%"
"04/04/2023","1,088.34","1,090.07","1,091.13","1,084.04","181.86K","-0.03%"
"03/04/2023","1,088.72","1,080.90","1,088.83","1,080.90","231.13K","1.40%"
"31/03/2023","1,073.68","1,067.72","1,078.15","1,067.72","187.27K","0.60%"
"30/03/2023","1,067.24","1,067.25","1,073.93","1,065.52","182.23K","0.55%"
"29/03/2023","1,061.45","1,059.87","1,061.45","1,053.12","136.52K","0.25%"
"28/03/2023","1,058.82","1,060.85","1,064.68","1,055.81","188.77K","0.22%"
"27/03/2023","1,056.45","1,052.68","1,059.65","1,046.80","163.10K","0.48%"
"24/03/2023","1,051.42","1,049.05","1,056.67","1,047.46","157.94K","0.46%"
"23/03/2023","1,046.60","1,038.93","1,046.60","1,033.23","112.09K","0.33%"
"22/03/2023","1,043.14","1,035.49","1,046.48","1,035.04","138.72K","0.78%"
"21/03/2023","1,035.04","1,031.34","1,036.18","1,016.77","138.38K","1.03%"
"20/03/2023","1,024.50","1,041.86","1,042.07","1,021.67","145.47K","-2.22%"
"17/03/2023","1,047.71","1,053.48","1,055.20","1,043.28","181.68K","0.07%"
"16/03/2023","1,046.99","1,056.81","1,059.61","1,039.89","149.06K","-1.63%"
"15/03/2023","1,064.38","1,040.63","1,064.65","1,040.63","188.59K","2.61%"
"14/03/2023","1,037.35","1,047.47","1,049.35","1,032.51","168.37K","-1.21%"
"13/03/2023","1,050.07","1,042.60","1,053.64","1,041.25","194.88K","0.27%"
"10/03/2023","1,047.20","1,044.51","1,049.45","1,039.59","128.92K","-0.29%"
"09/03/2023","1,050.28","1,042.11","1,056.56","1,041.49","184.27K","0.93%"
"08/03/2023","1,040.59","1,017.35","1,040.59","1,017.35","141.32K","1.31%"
"07/03/2023","1,027.16","1,025.78","1,037.97","1,024.02","144.46K","1.27%"
"06/03/2023","1,014.26","1,022.57","1,034.56","1,014.26","116.86K","0.09%"
"03/03/2023","1,013.35","1,029.59","1,033.71","1,011.61","87.58K","-1.50%"
"02/03/2023","1,028.73","1,032.84","1,037.73","1,025.13","89.26K","-0.55%"
"01/03/2023","1,034.43","1,013.83","1,034.43","1,001.05","116.92K","1.92%"
"28/02/2023","1,014.96","1,018.66","1,026.65","1,009.18","89.49K","0.35%"
"27/02/2023","1,011.46","1,028.67","1,028.67","1,006.32","135.20K","-1.84%"
"24/02/2023","1,030.42","1,048.22","1,048.27","1,027.16","95.83K","-1.95%"
"23/02/2023","1,050.95","1,050.07","1,050.95","1,026.92","171.91K","-0.01%"
"22/02/2023","1,051.08","1,078.98","1,078.98","1,051.08","185.39K","-2.76%"
"21/02/2023","1,080.90","1,089.77","1,096.35","1,080.12","162.73K","-0.59%"
"20/02/2023","1,087.36","1,052.38","1,087.36","1,052.36","190.18K","3.19%"
"17/02/2023","1,053.72","1,055.29","1,057.59","1,047.13","121.13K","-0.15%"
"16/02/2023","1,055.26","1,047.66","1,055.26","1,040.01","122.23K","1.14%"
"15/02/2023","1,043.34","1,032.58","1,048.85","1,028.11","180.54K","0.81%"
"14/02/2023","1,034.93","1,040.85","1,042.96","1,030.51","110.77K","-0.53%"
"13/02/2023","1,040.40","1,044.49","1,045.60","1,024.98","156.78K","-0.80%"
"10/02/2023","1,048.74","1,060.91","1,064.53","1,048.13","112.86K","-1.05%"
"09/02/2023","1,059.91","1,070.32","1,076.48","1,059.91","137.75K","-1.25%"
"08/02/2023","1,073.38","1,072.08","1,082.89","1,064.93","154.79K","0.36%"
"07/02/2023","1,069.50","1,094.51","1,096.93","1,068.71","192.82K","-2.27%"
"06/02/2023","1,094.37","1,078.72","1,094.45","1,073.44","144.68K","0.80%"
"03/02/2023","1,085.70","1,094.14","1,095.87","1,081.05","184.37K","-0.71%"
"02/02/2023","1,093.48","1,093.55","1,099.39","1,082.97","164.04K","0.50%"
"01/02/2023","1,088.09","1,128.13","1,130.20","1,088.09","285.54K","-3.29%"
"31/01/2023","1,125.07","1,112.60","1,125.07","1,098.65","197.90K","1.00%"
"30/01/2023","1,113.95","1,132.45","1,132.97","1,113.95","199.04K","-1.48%"
"27/01/2023","1,130.65","1,128.45","1,142.08","1,125.12","166.00K","0.78%"
"19/01/2023","1,121.92","1,110.50","1,126.12","1,108.96","198.68K","0.56%"
"18/01/2023","1,115.72","1,106.89","1,117.23","1,104.98","152.88K","1.09%"
"17/01/2023","1,103.73","1,077.48","1,103.73","1,077.48","207.94K","2.60%"
"16/01/2023","1,075.71","1,072.44","1,076.97","1,066.78","126.80K","0.55%"
"13/01/2023","1,069.86","1,071.91","1,077.45","1,063.68","149.05K","0.34%"
"12/01/2023","1,066.24","1,068.47","1,072.81","1,059.52","113.84K","0.10%"
"11/01/2023","1,065.22","1,065.69","1,076.22","1,063.96","161.51K","0.44%"
"10/01/2023","1,060.53","1,062.22","1,066.08","1,052.09","126.76K","-0.06%"
"09/01/2023","1,061.14","1,065.24","1,068.77","1,056.64","126.31K","0.35%"
"06/01/2023","1,057.40","1,060.14","1,075.33","1,053.29","192.69K","-0.42%"
"05/01/2023","1,061.90","1,052.32","1,065.99","1,051.60","164.27K","1.12%"
"04/01/2023","1,050.15","1,051.66","1,059.01","1,046.61","172.22K","0.28%"
"03/01/2023","1,047.25","1,010.52","1,047.25","1,010.03","159.60K","4.18%"
"30/12/2022","1,005.19","1,016.71","1,017.45","1,005.19","95.62K","-0.31%"
"29/12/2022","1,008.30","1,013.95","1,022.15","1,008.30","121.03K","-0.56%"
"28/12/2022","1,013.95","1,009.19","1,023.24","997.12","123.26K","0.65%"
"27/12/2022","1,007.36","988.87","1,015.01","985.67","153.66K","1.98%"
"26/12/2022","987.77","1,032.42","1,033.17","987.77","175.23K","-4.48%"
"23/12/2022","1,034.13","1,037.91","1,041.37","1,022.51","129.85K","-0.41%"
"22/12/2022","1,038.34","1,033.72","1,048.84","1,031.29","188.50K","0.51%"
"21/12/2022","1,033.10","1,041.05","1,041.65","1,011.90","212.81K","0.32%"
"20/12/2022","1,029.79","1,048.17","1,049.39","1,015.66","283.48K","-1.95%"
"19/12/2022","1,050.22","1,063.72","1,081.55","1,050.22","258.39K","-1.30%"
"16/12/2022","1,064.07","1,061.58","1,077.27","1,058.88","249.61K","-0.38%"
"15/12/2022","1,068.08","1,055.80","1,076.03","1,055.49","248.62K","1.13%"
"14/12/2022","1,056.17","1,056.76","1,071.02","1,052.25","192.53K","-0.02%"
"13/12/2022","1,056.43","1,038.63","1,056.43","1,028.37","241.92K","1.83%"
"12/12/2022","1,037.42","1,071.27","1,073.44","1,037.42","219.92K","-2.60%"
"09/12/2022","1,065.08","1,069.38","1,076.67","1,051.62","236.86K","0.22%"
"08/12/2022","1,062.73","1,061.99","1,093.64","1,055.63","304.56K","1.45%"
"07/12/2022","1,047.58","1,051.55","1,064.73","1,037.15","242.09K","-0.61%"
"06/12/2022","1,054.06","1,109.50","1,109.50","1,054.06","405.65K","-5.12%"
"05/12/2022","1,110.94","1,094.39","1,120.56","1,094.39","375.07K","1.64%"
"02/12/2022","1,092.99","1,038.11","1,092.99","1,037.08","331.17K","4.83%"
"01/12/2022","1,042.64","1,059.80","1,073.32","1,040.95","434.44K","-0.63%"
"30/11/2022","1,049.21","1,034.78","1,049.21","1,018.59","264.70K","1.96%"
"29/11/2022","1,029.04","1,007.58","1,029.04","995.12","366.39K","2.46%"
"28/11/2022","1,004.34","974.42","1,006.06","974.23","398.08K","3.81%"
"25/11/2022","967.49","948.66","967.49","947.56","170.89K","2.84%"
"24/11/2022","940.76","932.69","941.69","925.55","136.32K","0.22%"
"23/11/2022","938.73","939.08","951.86","933.26","154.60K","-0.72%"
"22/11/2022","945.54","956.31","985.18","941.85","368.68K","-1.19%"
"21/11/2022","956.89","970.64","972.15","951.62","132.09K","-1.47%"
"18/11/2022","971.20","967.82","977.19","941.18","264.09K","0.02%"
"17/11/2022","971.04","941.77","975.42","941.77","184.69K","3.27%"
"16/11/2022","940.29","878.24","942.56","863.31","249.95K","3.93%"
"15/11/2022","904.77","923.20","927.37","893.49","218.10K","-3.37%"
"14/11/2022","936.31","945.97","945.97","913.50","211.97K","-1.32%"
"11/11/2022","948.86","946.68","963.55","941.84","213.49K","1.29%"
"10/11/2022","936.80","969.79","969.79","925.02","252.59K","-4.38%"
"09/11/2022","979.68","980.92","993.28","969.19","166.48K","-0.04%"
"08/11/2022","980.09","957.88","981.51","950.81","185.77K","0.74%"
"07/11/2022","972.85","992.40","999.43","968.84","179.10K","-2.51%"
"04/11/2022","997.92","1,006.52","1,009.00","971.72","256.47K","-2.53%"
"03/11/2022","1,023.80","1,012.90","1,029.53","1,010.57","120.45K","-0.13%"
"02/11/2022","1,025.18","1,037.47","1,039.42","1,020.48","167.91K","-1.24%"
"01/11/2022","1,038.09","1,028.23","1,049.77","1,028.23","243.89K","1.10%"
"31/10/2022","1,026.84","1,027.57","1,031.66","999.47","188.84K","-0.26%"
"28/10/2022","1,029.49","1,036.94","1,046.04","1,024.74","147.69K","0.10%"
"27/10/2022","1,028.50","992.95","1,028.50","986.54","159.81K","3.85%"
"26/10/2022","990.41","995.73","999.59","979.40","77.22K","-0.11%"
"25/10/2022","991.52","971.29","1,006.69","950.19","183.29K","1.81%"
"24/10/2022","973.88","1,011.54","1,013.24","961.79","170.99K","-3.63%"
"21/10/2022","1,010.57","1,055.34","1,055.34","1,002.09","193.76K","-4.05%"
"20/10/2022","1,053.26","1,049.96","1,060.79","1,041.08","113.71K","-0.04%"
"19/10/2022","1,053.65","1,061.12","1,062.27","1,044.69","102.62K","-0.51%"
"18/10/2022","1,059.06","1,061.06","1,068.90","1,051.85","120.84K","1.13%"
"17/10/2022","1,047.20","1,051.23","1,051.42","1,028.34","117.60K","-1.34%"
"14/10/2022","1,061.39","1,068.63","1,070.30","1,054.82","148.45K","0.97%"
"13/10/2022","1,051.24","1,034.20","1,051.24","1,020.97","127.13K","1.58%"
"12/10/2022","1,034.93","1,004.53","1,039.33","999.00","150.97K","3.32%"
"11/10/2022","1,001.68","1,031.12","1,031.12","987.27","200.93K","-3.59%"
"10/10/2022","1,038.93","1,025.48","1,052.24","1,011.44","178.31K","-0.06%"
"07/10/2022","1,039.54","1,064.72","1,067.03","1,027.64","261.71K","-3.87%"
"06/10/2022","1,081.36","1,117.70","1,119.76","1,079.75","141.26K","-3.22%"
"05/10/2022","1,117.38","1,114.60","1,128.94","1,112.26","114.40K","1.79%"
"04/10/2022","1,097.72","1,113.80","1,117.87","1,088.41","147.87K","-0.39%"
"03/10/2022","1,102.00","1,141.87","1,144.95","1,094.49","159.89K","-4.34%"
"30/09/2022","1,152.01","1,140.18","1,158.20","1,128.57","154.78K","0.40%"
"29/09/2022","1,147.44","1,166.59","1,177.21","1,147.44","88.05K","-1.14%"
"28/09/2022","1,160.66","1,173.82","1,177.58","1,160.66","92.27K","-1.84%"
"27/09/2022","1,182.46","1,190.46","1,193.79","1,181.43","85.34K","-0.40%"
"26/09/2022","1,187.22","1,199.39","1,201.89","1,172.37","175.24K","-2.32%"
"23/09/2022","1,215.41","1,227.34","1,230.72","1,213.74","88.49K","-1.10%"
"22/09/2022","1,228.94","1,217.63","1,229.26","1,210.65","98.66K","0.06%"
"21/09/2022","1,228.20","1,235.84","1,236.05","1,223.02","76.49K","-1.04%"
"20/09/2022","1,241.07","1,235.93","1,241.07","1,224.96","94.43K","0.91%"
"19/09/2022","1,229.88","1,251.43","1,253.45","1,225.18","152.50K","-1.83%"
"16/09/2022","1,252.78","1,259.90","1,263.97","1,248.13","155.33K","-0.80%"
"15/09/2022","1,262.82","1,267.24","1,269.54","1,260.51","101.06K","0.15%"
"14/09/2022","1,260.88","1,254.44","1,262.80","1,250.98","142.29K","-0.91%"
"13/09/2022","1,272.48","1,277.48","1,279.55","1,271.22","94.07K","-0.24%"
"12/09/2022","1,275.60","1,281.62","1,285.17","1,275.45","100.04K","0.00%"
"09/09/2022","1,275.64","1,273.37","1,275.64","1,259.35","161.75K","0.80%"
"08/09/2022","1,265.57","1,277.63","1,279.34","1,265.57","124.24K","-0.27%"
"07/09/2022","1,268.95","1,297.31","1,298.17","1,268.95","187.24K","-2.32%"
"06/09/2022","1,299.06","1,298.74","1,305.90","1,296.58","121.91K","0.07%"
"05/09/2022","1,298.15","1,300.50","1,305.62","1,294.44","110.01K","-0.25%"
"31/08/2022","1,301.44","1,295.71","1,306.45","1,294.34","103.56K","0.25%"
"30/08/2022","1,298.14","1,293.41","1,307.12","1,293.41","112.86K","0.38%"
"29/08/2022","1,293.25","1,296.03","1,296.03","1,275.40","174.33K","-1.04%"
"26/08/2022","1,306.81","1,314.73","1,320.16","1,304.68","152.92K","-0.36%"
"25/08/2022","1,311.55","1,299.26","1,311.55","1,299.26","127.47K","1.17%"
"24/08/2022","1,296.41","1,295.07","1,300.40","1,291.96","113.65K","0.34%"
"23/08/2022","1,292.00","1,276.09","1,292.00","1,275.57","130.49K","0.51%"
"22/08/2022","1,285.45","1,294.78","1,295.69","1,281.96","128.87K","-0.73%"
"19/08/2022","1,294.93","1,297.97","1,303.73","1,289.57","154.23K","-0.38%"
"18/08/2022","1,299.93","1,299.09","1,311.73","1,295.54","162.05K","-0.04%"
"17/08/2022","1,300.40","1,297.25","1,304.49","1,296.58","146.61K","0.41%"
"16/08/2022","1,295.10","1,293.72","1,297.38","1,290.52","155.26K","0.10%"
"15/08/2022","1,293.79","1,287.13","1,294.11","1,285.02","149.05K","1.00%"
"12/08/2022","1,280.96","1,271.39","1,280.96","1,267.14","113.93K","0.68%"
"11/08/2022","1,272.33","1,282.09","1,289.29","1,267.04","175.28K","-0.38%"
"10/08/2022","1,277.15","1,279.58","1,283.06","1,276.07","117.05K","-0.33%"
"09/08/2022","1,281.44","1,281.38","1,285.52","1,275.12","161.80K","0.37%"
"08/08/2022","1,276.70","1,270.27","1,280.13","1,270.13","141.95K","0.36%"
"05/08/2022","1,272.06","1,274.48","1,276.19","1,265.93","172.67K","-0.44%"
"04/08/2022","1,277.73","1,273.71","1,281.46","1,270.66","164.09K","0.62%"
"03/08/2022","1,269.83","1,259.26","1,271.39","1,256.39","184.35K","0.30%"
"02/08/2022","1,265.97","1,256.32","1,266.14","1,248.97","172.18K","0.77%"
"01/08/2022","1,256.25","1,233.85","1,256.25","1,233.64","175.84K","1.97%"
"29/07/2022","1,232.00","1,243.17","1,243.17","1,232.00","142.29K","-0.33%"
"28/07/2022","1,236.14","1,228.73","1,240.65","1,226.95","180.06K","1.37%"
"27/07/2022","1,219.43","1,218.13","1,219.43","1,211.42","95.58K","0.08%"
"26/07/2022","1,218.49","1,221.43","1,227.10","1,218.11","93.44K","-0.34%"
"25/07/2022","1,222.60","1,228.11","1,231.84","1,219.61","94.34K","-0.51%"
"22/07/2022","1,228.84","1,238.46","1,241.65","1,228.84","106.14K","-0.52%"
"21/07/2022","1,235.25","1,227.31","1,240.91","1,226.88","127.72K","0.79%"
"20/07/2022","1,225.62","1,220.25","1,229.62","1,217.45","123.38K","1.15%"
"19/07/2022","1,211.70","1,213.55","1,213.64","1,204.61","100.59K","-0.21%"
"18/07/2022","1,214.28","1,225.40","1,225.69","1,213.28","104.04K","-0.48%"
"15/07/2022","1,220.14","1,224.15","1,228.48","1,217.21","147.67K","-0.15%"
"14/07/2022","1,221.94","1,213.73","1,224.01","1,211.14","106.76K","0.41%"
"13/07/2022","1,216.94","1,216.83","1,225.85","1,213.41","117.18K","-0.21%"
"12/07/2022","1,219.44","1,208.06","1,219.44","1,204.84","88.68K","0.86%"
"11/07/2022","1,209.02","1,224.20","1,224.20","1,200.15","131.00K","-1.83%"
"08/07/2022","1,231.54","1,235.65","1,236.85","1,225.04","115.99K","0.19%"
"07/07/2022","1,229.23","1,212.36","1,229.23","1,209.97","98.64K","1.43%"
"06/07/2022","1,211.94","1,241.19","1,241.19","1,211.94","131.18K","-2.42%"
"05/07/2022","1,242.05","1,252.48","1,256.47","1,239.80","162.03K","-0.51%"
"04/07/2022","1,248.37","1,256.20","1,260.72","1,244.50","112.84K","-0.31%"
"01/07/2022","1,252.24","1,247.70","1,255.67","1,225.64","118.89K","0.27%"
"30/06/2022","1,248.92","1,273.99","1,276.23","1,248.92","118.01K","-1.92%"
"29/06/2022","1,273.40","1,259.83","1,274.73","1,259.41","113.30K","0.00%"
"28/06/2022","1,273.41","1,254.35","1,276.21","1,249.57","151.57K","1.33%"
"27/06/2022","1,256.67","1,238.23","1,256.67","1,237.79","110.60K","1.72%"
"24/06/2022","1,235.47","1,239.54","1,246.22","1,234.72","90.44K","-0.41%"
"23/06/2022","1,240.58","1,227.18","1,240.58","1,219.08","105.24K","1.09%"
"22/06/2022","1,227.18","1,233.28","1,242.06","1,222.86","142.70K","0.22%"
"21/06/2022","1,224.54","1,220.76","1,240.80","1,212.69","172.80K","-0.08%"
"20/06/2022","1,225.56","1,258.30","1,262.83","1,223.03","168.77K","-2.58%"
"17/06/2022","1,258.03","1,254.05","1,259.39","1,229.74","187.30K","-1.74%"
"16/06/2022","1,280.37","1,266.87","1,292.02","1,263.56","156.46K","2.18%"
"15/06/2022","1,253.09","1,263.96","1,268.33","1,231.12","167.43K","-0.64%"
"14/06/2022","1,261.16","1,247.39","1,271.28","1,245.26","145.64K","0.02%"
"13/06/2022","1,260.85","1,295.26","1,300.45","1,260.85","199.02K","-4.89%"
"10/06/2022","1,325.69","1,332.93","1,344.85","1,325.69","136.59K","-1.28%"
"09/06/2022","1,342.92","1,344.56","1,346.13","1,335.28","126.60K","0.07%"
"08/06/2022","1,342.03","1,328.95","1,348.40","1,325.65","163.07K","1.33%"
"07/06/2022","1,324.37","1,323.19","1,324.37","1,297.98","153.98K","-0.20%"
"06/06/2022","1,327.04","1,328.73","1,336.96","1,320.97","132.83K","-0.03%"
"03/06/2022","1,327.40","1,325.49","1,329.90","1,313.40","100.18K","0.14%"
"02/06/2022","1,325.49","1,339.12","1,342.47","1,319.85","133.90K","-0.75%"
"01/06/2022","1,335.49","1,329.02","1,341.47","1,323.07","127.58K","0.22%"
"31/05/2022","1,332.59","1,342.08","1,342.08","1,324.46","127.92K","-0.77%"
"30/05/2022","1,342.87","1,337.39","1,342.87","1,329.38","121.53K","0.54%"
"27/05/2022","1,335.68","1,311.78","1,336.99","1,310.64","139.41K","2.00%"
"26/05/2022","1,309.50","1,312.56","1,319.21","1,304.59","127.93K","-0.09%"
"25/05/2022","1,310.70","1,277.54","1,311.32","1,273.29","172.70K","2.98%"
"24/05/2022","1,272.71","1,255.77","1,272.71","1,242.36","146.37K","1.38%"
"23/05/2022","1,255.35","1,287.49","1,287.65","1,245.41","139.33K","-2.12%"
"20/05/2022","1,282.51","1,284.89","1,296.00","1,273.40","110.10K","-0.08%"
"19/05/2022","1,283.55","1,259.59","1,291.49","1,255.63","130.08K","-0.22%"
"18/05/2022","1,286.41","1,289.50","1,298.69","1,268.13","159.94K","0.54%"
"17/05/2022","1,279.55","1,211.88","1,279.55","1,203.51","161.82K","5.31%"
"16/05/2022","1,215.08","1,254.88","1,258.25","1,214.29","172.77K","-0.71%"
"13/05/2022","1,223.76","1,281.28","1,284.94","1,219.52","237.56K","-4.38%"
"12/05/2022","1,279.76","1,337.01","1,339.25","1,279.48","163.22K","-5.19%"
"11/05/2022","1,349.82","1,344.14","1,355.11","1,324.20","94.77K","0.32%"
"10/05/2022","1,345.46","1,312.10","1,345.46","1,285.67","157.23K","2.39%"
"09/05/2022","1,314.04","1,358.56","1,360.64","1,308.34","200.88K","-4.31%"
"06/05/2022","1,373.21","1,399.54","1,399.54","1,371.00","129.91K","-2.25%"
"05/05/2022","1,404.88","1,402.60","1,405.43","1,373.42","122.13K","1.10%"
"04/05/2022","1,389.59","1,415.43","1,415.45","1,389.59","114.19K","-1.96%"
"29/04/2022","1,417.31","1,400.88","1,417.31","1,394.17","128.04K","1.17%"
"28/04/2022","1,400.88","1,400.60","1,407.82","1,392.24","91.68K","-0.08%"
"27/04/2022","1,402.03","1,394.85","1,407.70","1,362.87","108.12K","0.37%"
"26/04/2022","1,396.90","1,347.83","1,397.43","1,318.50","181.78K","2.23%"
"25/04/2022","1,366.39","1,444.79","1,445.62","1,356.36","202.43K","-5.40%"
"22/04/2022","1,444.32","1,439.32","1,455.15","1,419.05","150.76K","1.22%"
"21/04/2022","1,426.87","1,434.77","1,452.41","1,422.70","172.36K","-0.60%"
"20/04/2022","1,435.50","1,440.90","1,453.81","1,434.87","150.22K","-0.35%"
"19/04/2022","1,440.61","1,471.63","1,478.50","1,440.61","156.62K","-1.88%"
"18/04/2022","1,468.25","1,493.17","1,493.24","1,466.73","194.44K","-1.71%"
"15/04/2022","1,493.74","1,514.89","1,518.85","1,491.26","181.77K","-1.60%"
"14/04/2022","1,518.01","1,526.49","1,534.28","1,517.07","119.61K","-0.48%"
"13/04/2022","1,525.39","1,512.37","1,526.44","1,506.45","143.87K","1.21%"
"12/04/2022","1,507.20","1,530.30","1,532.03","1,506.41","152.48K","-1.12%"
"08/04/2022","1,524.31","1,541.78","1,547.60","1,524.31","156.34K","-1.14%"
"07/04/2022","1,541.96","1,561.14","1,566.09","1,541.96","198.97K","-0.97%"
"06/04/2022","1,557.11","1,534.23","1,558.41","1,529.23","203.57K","1.16%"
"05/04/2022","1,539.20","1,544.34","1,549.77","1,539.20","125.17K","-0.57%"
"04/04/2022","1,548.04","1,558.21","1,558.98","1,546.46","160.18K","0.36%"
"01/04/2022","1,542.47","1,509.01","1,542.47","1,506.11","195.61K","2.25%"
"31/03/2022","1,508.53","1,502.38","1,512.47","1,500.67","121.69K","0.55%"
"30/03/2022","1,500.23","1,497.98","1,513.91","1,496.59","163.90K","-0.02%"
"29/03/2022","1,500.57","1,484.95","1,501.05","1,484.95","110.33K","1.11%"
"28/03/2022","1,484.16","1,493.12","1,497.06","1,477.72","177.24K","-0.95%"
"25/03/2022","1,498.36","1,499.34","1,503.18","1,494.28","109.44K","0.06%"
"24/03/2022","1,497.44","1,506.49","1,506.79","1,496.96","115.64K","-0.54%"
"23/03/2022","1,505.59","1,514.61","1,519.58","1,505.59","132.33K","-0.52%"
"22/03/2022","1,513.40","1,507.38","1,516.70","1,506.10","155.23K","0.71%"
"21/03/2022","1,502.67","1,480.29","1,502.67","1,480.29","124.70K","1.74%"
"18/03/2022","1,476.94","1,474.02","1,482.96","1,474.02","148.42K","0.48%"
"17/03/2022","1,469.92","1,480.32","1,480.86","1,469.92","109.38K","-0.19%"
"16/03/2022","1,472.69","1,475.17","1,478.42","1,467.95","106.84K","0.26%"
"15/03/2022","1,468.89","1,461.40","1,469.52","1,455.16","136.42K","0.53%"
"14/03/2022","1,461.10","1,471.44","1,473.98","1,454.34","177.21K","-1.09%"
"11/03/2022","1,477.14","1,487.92","1,490.83","1,469.22","178.19K","-0.88%"
"10/03/2022","1,490.24","1,491.90","1,505.50","1,490.24","148.75K","0.07%"
"09/03/2022","1,489.25","1,493.96","1,497.75","1,485.15","190.16K","-0.06%"
"08/03/2022","1,490.17","1,500.07","1,506.65","1,486.68","222.31K","-1.26%"
"07/03/2022","1,509.12","1,514.76","1,518.32","1,505.79","222.54K","-1.06%"
"04/03/2022","1,525.34","1,525.23","1,529.93","1,519.97","220.07K","0.19%"
"03/03/2022","1,522.49","1,507.53","1,522.49","1,502.41","244.08K","1.59%"
"02/03/2022","1,498.61","1,516.31","1,517.49","1,495.16","291.45K","-1.42%"
"01/03/2022","1,520.12","1,521.44","1,525.00","1,515.49","187.03K","0.19%"
